simbad_MAIN_ID,simbad_RA_ICRS,simbad_DEC_ICRS,simbad_ID_HD,simbad_SP_TYPE,simbad_OTYPE,simbad_OTYPE_V,simbad_OTYPE_3,simbad_RA_current,simbad_DEC_current,DEC,RA,simbad_separation_RADEC_ICRSJ2000,simbad_separation_RADEC_current,simbad_FLUX_V,simbad_PMRA,simbad_PMDEC,simbad_FLUX_R,simbad_FLUX_G,simbad_FLUX_J,simbad_FLUX_H,simbad_FLUX_K,simbad_FLUX_I,visible_from_Paranal
V* SX Cha A,10 55 59.8011,-77 24 40.160,,M1.5,YSO,Young Stellar Object,Y*O,10 55 59.8076,-77 24 40.174,-77 24 40.1607,10 55 59.8012,0.0006946320153133531,0.024915882310184725,,-23.813,2.193,,14.476699829101562,,,,,True
V* AA Tau,04 34 55.4222,+24 28 53.038,,K5Ve,Orion_V*,Variable Star of Orion Type,Or*,04 34 55.4242,+24 28 53.023,24 28 53.0383,4 34 55.4223,0.0009778120058693996,0.030467628582522308,12.199999809265137,3.483,-20.987,11.229999809265136,14.486300468444824,9.432999610900879,8.545999526977539,8.04699993133545,,True
Ass Cha T 1-27,11 10 49.5666,-77 17 51.754,,M4Ve,Orion_V*,Variable Star of Orion Type,Or*,11 10 49.5733,-77 17 51.767,-77 17 51.7548,11 10 49.5666,0.0008144656780992993,0.02518123148754465,16.639999389648438,-22.291,1.309,14.989999389648437,14.496500015258789,11.145999908447266,9.95300006866455,9.175000190734863,13.84000015258789,True
NAME THA 15-10B,15 55 50.3364,-38 01 31.865,,M5.5,YSO,Young Stellar Object,Y*O,15 55 50.3388,-38 01 31.853,-38 01 31.8655,15 55 50.3364,0.00048483010793218565,0.03095881048949407,,-11.787,-23.359,,14.517800331115723,,,,,True
THA 15-5,15 47 56.9433,-35 14 34.797,,K7e,TTau*,T Tau-type Star,TT*,15 47 56.9457,-35 14 34.786,-35 14 34.7978,15 47 56.9433,0.0009928160965420243,0.031205791111271405,16.200000762939453,-14.203,-22.264,15.070000762939454,14.518799781799316,10.73900032043457,9.526000022888184,8.826000213623047,,True
SSTgbs J1902330-365821,19 02 33.0821,-36 58 21.261,,M,Em*,Emission-line Star,Em*,19 02 33.0838,-36 58 21.239,-36 58 21.2615,19 02 33.0822,0.0011948397895843162,0.029639561901445396,,6.219,-32.563,,14.521300315856934,10.585000038146973,9.263999938964844,8.446000099182129,,True
V* UX Cha,11 06 45.0955,-77 27 02.383,,K5Ve,Orion_V*,Variable Star of Orion Type,Or*,11 06 45.1022,-77 27 02.397,-77 27 02.3838,11 06 45.0956,0.0008291286448674435,0.02527934904241782,14.779999732971191,-22.706,1.693,13.80999973297119,14.54990005493164,10.184000015258789,9.196999549865723,8.880000114440918,12.069999694824219,True
Gaia DR2 6050944166504697728,16 25 32.5434,-23 26 26.388,,,Candidate_YSO,Young Stellar Object Candidate,Y*?,16 25 32.5454,-23 26 26.373,-23 26 26.3884,16 25 32.5434,0.00042516308878341724,0.03149166019709289,,-6.84,-24.099,,14.550600051879883,,,,,True
2MASS J16230880-2257426,16 23 08.7890,-22 57 42.994,,M0.25,YSO,Young Stellar Object,Y*O,16 23 08.7910,-22 57 42.979,-22 57 42.994,16 23 08.789,0.00029062851456643614,0.03120191591936393,,-8.643,-24.472,,14.55370044708252,10.631999969482422,9.51099967956543,8.927000045776367,,True
SZ 115,16 09 06.2136,-39 08 51.871,,,TTau*,T Tau-type Star,TT*,16 09 06.2161,-39 08 51.857,-39 08 51.8711,16 09 06.2136,0.0005611760201034562,0.03179889458238447,15.479999542236328,-11.137,-24.233,15.09000015258789,14.559900283813477,11.333999633789062,10.64900016784668,10.446999549865723,13.119999885559082,True
V* GN Tau B,04 39 20.9141,+25 45 01.831,,,Star,Star,*,04 39 20.9161,+25 45 01.815,25 45 01.8315,4 39 20.9142,0.0010972970959861464,0.030796756241891442,,,,,14.562000274658203,,,,,True
V* GN Tau B,04 39 20.9141,+25 45 01.831,,,Star,Star,*,04 39 20.9161,+25 45 01.815,25 45 01.8315,4 39 20.9142,0.0010972970959861464,0.030796756241891442,,,,,14.562000274658203,,,,,True
2MASS J04244506+2701447,04 24 45.0653,+27 01 44.771,,M5e,TTau*,T Tau-type Star,TT*,04 24 45.0674,+27 01 44.756,27 01 44.7713,4 24 45.0654,0.000988376497512775,0.031112061339656927,16.239999771118164,8.394,-26.844,,14.576000213623047,11.34000015258789,10.71399974822998,10.458000183105469,,True
2MASS J04554757+3028077,04 55 47.5774,+30 28 07.563,,M5e,TTau*,T Tau-type Star,TT*,04 55 47.5795,+30 28 07.547,30 28 07.564,4 55 47.5774,0.0011729994729608923,0.031530654788492506,,3.477,-23.996,,14.576600074768066,11.050999641418457,10.312999725341797,9.984000205993652,,True
Hn  1,11 02 32.5992,-77 29 13.008,,M3+M5,YSO,Young Stellar Object,Y*O,11 02 32.6058,-77 29 13.022,-77 29 13.0086,11 02 32.5992,0.0005598790831803114,0.025237370414430468,,-21.365,0.919,,14.586299896240234,11.267999649047852,10.458999633789062,10.128999710083008,13.100000381469727,True
2MASS J04124068+2438157,04 12 40.6929,+24 38 15.734,,M4,Candidate_YSO,Young Stellar Object Candidate,Y*?,04 12 40.6949,+24 38 15.720,24 38 15.7341,4 12 40.6929,0.0005674475298587579,0.030211094050519062,,14.258,-18.838,,14.588000297546387,11.151000022888184,10.378999710083008,10.043999671936035,,True
HBC 677,19 01 41.6429,-36 59 52.869,,M2,Em*,Emission-line Star,Em*,19 01 41.6446,-36 59 52.848,-36 59 52.8698,19 01 41.643,0.0011109728651024975,0.029317848780593736,16.700000762939453,5.782,-27.269,15.240000762939452,14.59749984741211,10.470000267028809,9.038000106811523,8.090999603271484,,True
Cl* Melotte   25     LH      48,04 33 41.7272,+17 50 40.140,,M5.1,YSO,Young Stellar Object,Y*O,04 33 41.7291,+17 50 40.125,17 50 40.1409,4 33 41.7273,0.0013758309270019702,0.03053673274687857,16.329999923706055,12.727,-19.776,16.510000228881836,14.617400169372559,11.27400016784668,10.644000053405762,10.312999725341797,,True
Gaia DR2 3419115132386033280,05 08 08.1990,+24 27 15.685,,,Star,Star,*,05 08 08.2009,+24 27 15.667,24 27 15.685,5 08 08.199,0.0003283146463288875,0.03131899259107025,,-1.889,-17.559,,14.63599967956543,,,,,True
Gaia DR2 3419115132386033280,05 08 08.1990,+24 27 15.685,,,Star,Star,*,05 08 08.2009,+24 27 15.667,24 27 15.685,5 08 08.199,0.0003283146463288875,0.03131899259107025,,-1.889,-17.559,,14.63599967956543,,,,,True
2MASS J04560118+3026348,04 56 01.1885,+30 26 34.621,,,YSO,Young Stellar Object,Y*O,04 56 01.1905,+30 26 34.605,30 26 34.6218,4 56 01.1885,0.0008362559783674564,0.030843616979551045,,4.469,-21.341,,14.649999618530273,11.362000465393066,10.553999900817871,10.055000305175781,,True
V* CW Cha,11 12 30.9287,-76 44 24.000,,,Orion_V*,Variable Star of Orion Type,Or*,11 12 30.9352,-76 44 24.013,-76 44 24.0008,11 12 30.9288,0.0008113402605473953,0.02523806934022275,14.449999809265137,-22.027,-0.59,15.1899995803833,14.650799751281738,10.913000106811523,9.854000091552734,9.125,13.600000381469727,True
2MASS J04322627+1827521,04 32 26.2778,+18 27 52.149,,M5.3,TTau*,T Tau-type Star,TT*,04 32 26.2797,+18 27 52.134,18 27 52.1497,4 32 26.2778,0.0008139362198795836,0.030998545685414373,,11.206,-17.254,,14.651700019836426,11.116999626159668,10.369999885559082,10.17300033569336,,True
Haro 6-32,04 41 04.2538,+25 57 55.716,,M5e,TTau*,T Tau-type Star,TT*,04 41 04.2558,+25 57 55.700,25 57 55.7162,4 41 04.2539,0.0009621363889363787,0.03062969636525347,,-13.19,-33.4,,14.656200408935547,10.946999549865723,10.26200008392334,9.95199966430664,,True
V* DK Tau B,04 30 44.3924,+26 01 23.580,,K7e,Star,Star,*,04 30 44.3944,+26 01 23.565,26 01 23.5807,4 30 44.3924,0.0006849856933567148,0.03101847008187242,,8.574,-21.73,,14.660599708557129,,,,,True
V* GZ Aur A,05 00 03.1162,+30 01 06.459,,,Star,Star,*,05 00 03.1182,+30 01 06.442,30 01 06.4597,5 00 03.1162,0.000810731364596155,0.031192440773231554,,4.824,-26.467,,14.666000366210938,,,,,True
V* GZ Aur A,05 00 03.1162,+30 01 06.459,,,Star,Star,*,05 00 03.1182,+30 01 06.442,30 01 06.4597,5 00 03.1162,0.000810731364596155,0.031192440773231554,,4.824,-26.467,,14.666000366210938,,,,,True
V* SX Cha B,10 55 59.1596,-77 24 39.475,,M3,YSO,Young Stellar Object,Y*O,10 55 59.1661,-77 24 39.489,-77 24 39.4751,10 55 59.1596,0.00018075284367043056,0.02526831156373135,,-23.904,4.889,,14.66670036315918,,,,,True
WSB 49,16 27 22.9689,-24 48 07.138,,M4.25,TTau*,T Tau-type Star,TT*,16 27 22.9709,-24 48 07.123,-24 48 07.1383,16 27 22.9689,0.0002620457142735837,0.031188443470542705,,-7.501,-26.302,15.0600004196167,14.686400413513184,10.920000076293945,9.86299991607666,9.390000343322754,13.3100004196167,True
2MASS J04324107+1809239,04 32 41.0778,+18 09 23.950,,M5.7,TTau*,T Tau-type Star,TT*,04 32 41.0797,+18 09 23.935,18 09 23.9507,4 32 41.0778,0.0008997029433126562,0.030749258828247524,,12.503,-19.279,,14.69729995727539,11.310999870300293,10.649999618530273,10.340999603271484,,True
2MASS J16000236-4222145,16 00 02.3596,-42 22 14.595,,M4,YSO,Young Stellar Object,Y*O,16 00 02.3622,-42 22 14.582,-42 22 14.5953,16 00 02.3597,0.0007528023598912315,0.031089907590856905,15.460000038146973,-12.43,-23.53,14.979999542236328,14.733099937438965,11.449000358581543,10.59000015258789,10.142000198364258,13.59000015258789,True
[BLH2002] KPNO-Tau 15,04 35 51.0969,+22 52 40.063,,M3Ve,YSO,Young Stellar Object,Y*O,04 35 51.0989,+22 52 40.048,22 52 40.0638,4 35 51.097,0.0011543686072063818,0.03116700052831752,,6.316,-28.151,,14.736300468444824,11.307999610900879,10.345000267028809,10.006999969482422,,True
2MASS J04355286+2250585,04 35 52.8675,+22 50 58.509,,,YSO,Young Stellar Object,Y*O,04 35 52.8695,+22 50 58.493,22 50 58.5092,4 35 52.8676,0.0007489357193680792,0.03139862839367155,,10.95,-16.53,,14.741000175476074,10.989999771118164,10.111000061035156,9.75,,True
2MASS J04554535+3019389,04 55 45.3525,+30 19 38.861,,M5e,TTau*,T Tau-type Star,TT*,04 55 45.3546,+30 19 38.844,30 19 38.8613,4 55 45.3525,0.0005317781335278748,0.03181039044075854,,3.617,-25.053,,14.740599632263184,11.4399995803833,10.786999702453613,10.461999893188477,,True
V* VV Cha B,11 07 28.1594,-76 52 11.284,,,Star,Star,*,11 07 28.1658,-76 52 11.297,-76 52 11.2841,11 07 28.1594,0.00012585440256402303,0.02527450832843251,,,,,14.746600151062012,,,,,True
V* UX Tau C,04 30 03.9885,+18 13 46.786,HD 285846C,M5,TTau*,T Tau-type Star,TT*,04 30 03.9904,+18 13 46.771,18 13 46.7863,4 30 03.9885,0.0006681407369805223,0.0305399374650501,18.0,12.333,-19.873,,14.755599975585938,,10.899999618530273,,,True
V* FR Tau,04 19 35.4554,+28 27 21.884,,M5.3,Orion_V*,Variable Star of Orion Type,Or*,04 19 35.4575,+28 27 21.870,28 27 21.8844,4 19 35.4555,0.0008667135253861731,0.030568633317106724,,11.933,-25.972,16.219999313354492,14.761699676513672,10.954000473022461,10.37399959564209,9.970999717712402,,True
V* HO Lup B,16 07 00.6750,-39 02 18.258,,M4.5,YSO,Young Stellar Object,Y*O,16 07 00.6775,-39 02 18.245,-39 02 18.2583,16 07 00.6751,0.0009565396885778332,0.03116253741687974,,-10.015,-22.944,,14.764599800109863,,,,,True
V* HO Lup B,16 07 00.6750,-39 02 18.258,,M4.5,YSO,Young Stellar Object,Y*O,16 07 00.6775,-39 02 18.245,-39 02 18.2583,16 07 00.6751,0.0009565396885778332,0.03116253741687974,,-10.015,-22.944,,14.764599800109863,,,,,True
2MASS J18563974-3707205,18 56 39.7485,-37 07 20.577,,,YSO,Young Stellar Object,Y*O,18 56 39.7502,-37 07 20.555,-37 07 20.5773,18 56 39.7486,0.0007097661780701472,0.029773909259720083,,-1.013,-28.464,,14.786999702453613,10.989999771118164,10.390999794006348,10.045999526977539,,True
Ass Cha T 1-8,11 02 55.0246,-77 21 50.814,,M4.5e,TTau*,T Tau-type Star,TT*,11 02 55.0312,-77 21 50.827,-77 21 50.8141,11 02 55.0246,0.00018296800444288572,0.02508809263712272,16.25,-23.59,1.905,15.170000076293945,14.790399551391602,11.5649995803833,10.857999801635742,10.451000213623047,13.399999618530273,True
2MASS J04384502+1737433,04 38 45.0234,+17 37 43.421,,M4.25,Candidate_YSO,Young Stellar Object Candidate,Y*?,04 38 45.0253,+17 37 43.405,17 37 43.4211,4 38 45.0235,0.0013779667137788466,0.03041492997244817,,11.613,-18.624,,14.79069995880127,11.895000457763672,11.168999671936035,10.824000358581543,,True
SZ 106,16 08 39.7599,-39 06 25.320,,M2.5,YSO,Young Stellar Object,Y*O,16 08 39.7623,-39 06 25.307,-39 06 25.3206,16 08 39.7599,0.0006174989789258549,0.03082785439752179,,-11.145,-23.593,15.0,14.809499740600586,11.649999618530273,10.65999984741211,10.14900016784668,14.65999984741211,True
2MASS J04272467+2624199,04 27 24.6809,+26 24 19.826,,M3,YSO,Young Stellar Object,Y*O,04 27 24.6830,+26 24 19.811,26 24 19.8265,4 27 24.681,0.0014150708095007594,0.03106408830413028,,11.196,-18.049,,14.810500144958496,11.359000205993652,10.482000350952148,10.180000305175781,,True
2MASS J04190110+2819420,04 19 01.1041,+28 19 42.084,,M5.9,TTau*,T Tau-type Star,TT*,04 19 01.1062,+28 19 42.070,28 19 42.0846,4 19 01.1041,0.0005926307268650007,0.03126558804079279,,8.705,-25.337,,14.847800254821777,10.527000427246094,9.597000122070312,9.128999710083008,,True
2MASS J04293606+2435556,04 29 36.0648,+24 35 55.582,,M3,YSO,Young Stellar Object,Y*O,04 29 36.0668,+24 35 55.567,24 35 55.5823,4 29 36.0649,0.0007349176914645114,0.030657685424247336,,8.567,-20.203,,14.85159969329834,10.779999732971191,9.392000198364258,8.659000396728516,,True
[HL2013] 247.59746-24.90448,16 30 23.4036,-24 54 16.122,,,Em*,Emission-line Star,Em*,16 30 23.4056,-24 54 16.107,-24 54 16.1227,16 30 23.4036,0.0008565748073158666,0.031070169196949708,,-5.511,-24.614,,14.865599632263184,10.875,9.866000175476074,9.293000221252441,,True
THA 15-26,16 08 25.7651,-39 06 01.220,,M5,YSO,Young Stellar Object,Y*O,16 08 25.7676,-39 06 01.207,-39 06 01.2207,16 08 25.7652,0.0011216017845528548,0.03132084618677661,15.430000305175781,-11.614,-23.853,14.970000267028809,14.869099617004395,10.982000350952148,10.352999687194824,9.907999992370605,13.119999885559082,True
SZ 131,16 00 49.4334,-41 30 03.918,,M2,YSO,Young Stellar Object,Y*O,16 00 49.4360,-41 30 03.906,-41 30 03.9189,16 00 49.4335,0.0013401117512947742,0.031055161212809525,16.1299991607666,-11.179,-23.666,14.600000381469727,14.87440013885498,11.465999603271484,10.612000465393066,10.100000381469727,12.920000076293945,True
Haro 6-28,04 35 56.8652,+22 54 35.826,,M3.1,Orion_V*,Variable Star of Orion Type,Or*,04 35 56.8672,+22 54 35.811,22 54 35.8264,4 35 56.8653,0.0014197298518423013,0.030486379089065624,,,,,14.875100135803223,11.142000198364258,10.055000305175781,9.531000137329102,,True
2MASS J04161726+2817128,04 16 17.2631,+28 17 12.819,,M4.75,YSO,Young Stellar Object,Y*O,04 16 17.2652,+28 17 12.805,28 17 12.8194,4 16 17.2632,0.0008992206184232598,0.03058237410990033,,8.267,-25.347,,14.876199722290039,10.951000213623047,10.059000015258789,9.71399974822998,,True
THA 15-29,16 08 30.2690,-39 06 11.174,,M4,YSO,Young Stellar Object,Y*O,16 08 30.2714,-39 06 11.161,-39 06 11.1748,16 08 30.269,0.0008163316593718523,0.03087428791221051,11.140000343322754,-9.377,-23.378,15.180000305175781,14.884599685668945,11.383000373840332,10.621999740600586,10.229999542236328,13.149999618530273,True
YLW 19,16 25 36.7376,-24 15 42.528,,K3-K5,YSO,Young Stellar Object,Y*O,16 25 36.7396,-24 15 42.514,-24 15 42.5286,16 25 36.7376,0.000817852822102738,0.03056780356428306,16.399999618530273,-4.814,-27.205,14.9399995803833,14.885600090026855,10.418999671936035,9.038000106811523,8.380000114440918,13.359999656677246,True
[FLG2003] eps Cha 17,11 43 26.6929,-78 04 45.469,,M5,YSO,Young Stellar Object,Y*O,11 43 26.7005,-78 04 45.480,-78 04 45.47,11 43 26.693,0.0009822493940434066,0.025392882442425584,,-43.98,-6.524,,14.893099784851074,11.619999885559082,10.972000122070312,10.597999572753906,13.329999923706055,True
V* HW Lup,15 45 17.4119,-34 18 28.293,,M1,Orion_V*,Variable Star of Orion Type,Or*,15 45 17.4143,-34 18 28.281,-34 18 28.293,15 45 17.412,0.0007336048931845168,0.031392301959248116,16.25,-15.05,-22.146,14.89,14.892600059509277,11.175999641418457,10.161999702453613,9.40999984741211,,True
2MASS J05023985+2459337,05 02 39.8602,+24 59 33.768,,M4.25,Candidate_YSO,Young Stellar Object Candidate,Y*?,05 02 39.8622,+24 59 33.751,24 59 33.7685,5 02 39.8602,0.0007783826128862378,0.03178280236478171,,4.662,-26.481,,14.911299705505371,11.774999618530273,11.09000015258789,10.777000427246094,,True
2MASS J04481348+2924537,04 48 13.4918,+29 24 53.741,,M1.75,Candidate_YSO,Young Stellar Object Candidate,Y*?,04 48 13.4939,+29 24 53.725,29 24 53.7415,4 48 13.4918,0.0006067179673028127,0.0316968219552732,,5.336,-24.669,,14.913200378417969,12.005000114440918,10.562000274658203,9.694999694824219,,True
2MASS J04464260+2459034,04 46 42.6205,+24 59 03.304,,M5.5,TTau*,T Tau-type Star,TT*,04 46 42.6225,+24 59 03.288,24 59 03.3044,4 46 42.6205,0.0006102631257465344,0.03135161019915943,,4.599,-19.522,,14.914600372314453,11.26099967956543,10.666999816894531,10.338000297546387,,True
2MASS J16250692-2350502,16 25 06.9167,-23 50 50.349,,M3,YSO,Young Stellar Object,Y*O,16 25 06.9187,-23 50 50.334,-23 50 50.3492,16 25 06.9168,0.0009891989272497405,0.030494913877880572,,-6.588,-26.291,,14.927599906921387,11.050999641418457,9.970000267028809,9.508999824523926,,True
2MASS J16090141-3925119,16 09 01.4148,-39 25 11.923,,M4,YSO,Young Stellar Object,Y*O,16 09 01.4173,-39 25 11.910,-39 25 11.9234,16 09 01.4149,0.0009724438593637174,0.03110934416963345,15.3100004196167,-9.845,-23.796,15.039999961853027,14.937100410461426,11.609999656677246,10.684000015258789,10.291999816894531,13.479999542236328,True
2MASS J16253943-2326419,16 25 39.4368,-23 26 42.297,,M4.25,YSO,Young Stellar Object,Y*O,16 25 39.4388,-23 26 42.282,-23 26 42.2975,16 25 39.4368,0.0005646867073769803,0.03146360011263309,,,,,14.945799827575684,10.961999893188477,10.027999877929688,9.565999984741211,,True
[GY92]  93,16 26 41.2758,-24 40 17.853,,M5,TTau*,T Tau-type Star,TT*,16 26 41.2779,-24 40 17.838,-24 40 17.8533,16 26 41.2759,0.001103167039648191,0.031560889010716395,,-13.305,-28.947,15.40999984741211,14.946700096130371,10.77400016784668,9.765000343322754,9.27299976348877,13.369999885559082,True
[RRN96] GG Tau B,04 32 30.2772,+17 31 30.448,,M6,Candidate_YSO,Young Stellar Object Candidate,Y*?,04 32 30.2791,+17 31 30.433,17 31 30.4487,4 32 30.2773,0.0010331077744282333,0.030784434769919607,,12.675,-20.399,,14.95460033416748,,,,,True
[RRN96] GG Tau B,04 32 30.2772,+17 31 30.448,,M6,Candidate_YSO,Young Stellar Object Candidate,Y*?,04 32 30.2791,+17 31 30.433,17 31 30.4487,4 32 30.2773,0.0010331077744282333,0.030784434769919607,,12.675,-20.399,,14.95460033416748,,,,,True
EM* SR   24B,16 26 58.4363,-24 45 32.211,,M0.5e,TTau*,T Tau-type Star,TT*,16 26 58.4383,-24 45 32.196,-24 45 32.2112,16 26 58.4363,0.0007092988340046678,0.03061564101444489,,-11.3,-25.1,,14.958600044250488,10.364999771118164,8.635000228881836,7.548999786376953,,True
IRAS 16289-2457,16 31 54.7486,-25 03 24.071,,M,YSO,Young Stellar Object,Y*O,16 31 54.7506,-25 03 24.056,-25 03 24.072,16 31 54.7487,0.0013000324572882956,0.03078740188418448,,-8.445,-23.955,,14.960200309753418,10.140999794006348,8.65999984741211,7.749000072479248,,True
BKLT J162854-244743,16 28 54.0780,-24 47 44.290,,M2,TTau*,T Tau-type Star,TT*,16 28 54.0801,-24 47 44.275,-24 47 44.2905,16 28 54.0781,0.0013871508599895821,0.031365765740007955,,-7.134,-25.051,15.239999771118164,14.96619987487793,10.682999610900879,9.432000160217285,8.904999732971191,13.539999961853027,True
2MASS J16000060-4221567,16 00 00.6025,-42 21 56.821,,M4.5,YSO,Young Stellar Object,Y*O,16 00 00.6051,-42 21 56.808,-42 21 56.821,16 00 00.6026,0.0006214652033777469,0.03106092047927967,15.850000381469727,-11.842,-23.713,15.25,14.983099937438965,11.630999565124512,10.982999801635742,10.656000137329102,13.430000305175781,True
Bad 16,04 30 50.2775,+23 00 08.771,,F1,YSO,Young Stellar Object,Y*O,04 30 50.2795,+23 00 08.756,23 00 08.7713,4 30 50.2776,0.0011769482015735963,0.030548129960524383,,11.851,-15.679,14.949999809265137,14.994799613952637,8.777999877929688,7.039999961853027,5.855000019073486,,True
Bad 16,04 30 50.2775,+23 00 08.771,,F1,YSO,Young Stellar Object,Y*O,04 30 50.2795,+23 00 08.756,23 00 08.7713,4 30 50.2776,0.0011769482015735963,0.030548129960524383,,11.851,-15.679,14.949999809265137,14.994799613952637,8.777999877929688,7.039999961853027,5.855000019073486,,True
Haro 6-13,04 32 15.4177,+24 28 59.580,,M0,Orion_V*,Variable Star of Orion Type,Or*,04 32 15.4197,+24 28 59.565,24 28 59.5809,4 32 15.4177,0.001062149723043479,0.031065011485679146,17.700000762939453,5.017,-21.378,16.44000076293945,14.998299598693848,11.237000465393066,9.319000244140625,8.10099983215332,,True
IRAS F04366+2555,04 39 44.8805,+26 01 52.708,,M5,TTau*,T Tau-type Star,TT*,04 39 44.8825,+26 01 52.693,26 01 52.7088,4 39 44.8805,0.0008383030500185488,0.030930248097545483,,7.459,-22.107,,14.997900009155273,10.640000343322754,9.515000343322754,8.949999809265137,,True
EPIC 204142243,16 22 24.9641,-23 29 54.948,,M3.5,Em*,Emission-line Star,Em*,16 22 24.9661,-23 29 54.934,-23 29 54.9489,16 22 24.9642,0.0014377590053580146,0.03032094635857176,,-8.107,-25.83,,15.00220012664795,11.11299991607666,10.067999839782715,9.576000213623047,14.039999961853027,True
2MASS J04321606+1812464,04 32 16.0655,+18 12 46.383,,M6.5,TTau*,T Tau-type Star,TT*,04 32 16.0674,+18 12 46.368,18 12 46.3835,4 32 16.0655,0.0007945050126659852,0.03068068868619728,17.594999313354492,13.081,-17.566,,15.022199630737305,11.069999694824219,10.390000343322754,10.062999725341797,,True
